,name,floor,height,year,area
695,TOWER EAST エアレジデンス新浦安,32,117.0,2003.0,千葉県浦安市
696,厚木アクストメインタワー,26,117.0,1995.0,神奈川県厚木市
697,リバーシティ21新川,35,117.0,1995.0,東京都中央区
698,新宿第一生命ビル,26,117.0,1980.0,東京都新宿区
699,TOWER WEST エアレジデンス新浦安,32,117.0,2003.0,千葉県浦安市
700,ワールド本社ビル,26,117.0,1984.0,兵庫県神戸市
701,プラウドタワー明石,34,116.975,2017.0,兵庫県明石市
702,ザ・パークハウス 神戸タワー,33,116.95,2019.0,兵庫県神戸市
703,パークハウス清澄白河タワー,35,116.9,2011.0,東京都江東区
704,大阪証券取引所ビル,24,116.79,2004.0,大阪府大阪市
705,イーストコモンズ清澄白河 セントラルタワー,33,116.7,2006.0,東京都江東区
706,D’グラフォート浜松 D’s Tower,34,116.5,2006.0,静岡県浜松市
707,グランドミレーニア タワー&スイート,31,116.4,2015.0,東京都豊島区
708,オービック御堂筋ビル,25,116.35,2020.0,大阪府大阪市
709,NBFプラチナタワー,26,116.35,2005.0,東京都港区
710,ケイ・オプティコム・ビル,22,116.27,2017.0,大阪府大阪市
711,N4.TOWER,34,116.2,2009.0,大阪府大阪市
712,セイコーインスツルメンツ幕張本社ビル,26,116.2,1993.0,千葉県千葉市
713,ウエストパークタワー池袋,32,116.15,2006.0,東京都豊島区
714,浜離宮インターシティ(スカイハウス浜離宮),25,116.15,2011.0,東京都港区
715,神戸国際会館,22,116.12,1999.0,兵庫県神戸市
716,室町古河三井ビルディング,22,116.05,2014.0,東京都中央区
717,東京ガス本社ビル,27,116.0,1984.0,東京都港区
718,茨城県庁舎,25,116.0,1999.0,茨城県水戸市
719,NEC 玉川ルネッサンスシティ サウスタワー,26,116.0,2000.0,神奈川県川崎市
720,泉ガーデンレジデンス,32,116.0,2002.0,東京都港区
721,ベル・パークシティ G棟,36,115.95,1987.0,大阪府大阪市
722,ベル・パークシティ J棟,36,115.95,1989.0,大阪府大阪市
723,須磨コーストタワー,36,115.92,2009.0,兵庫県神戸市
724,西新橋スクエア,22,115.91,2014.0,東京都港区
725,有明フロンティアビルA棟,21,115.9,1996.0,東京都江東区
726,中野二丁目地区第一種市街地再開発事業施設建築物 B棟,20,115.83,2024.0,東京都中野区
727,講談社新社屋,26,115.82,2000.0,東京都文京区
728,東大阪市総合庁舎,24,115.8,2003.0,大阪府東大阪市
729,アルペン丸の内タワー,25,115.8,2007.0,愛知県名古屋市
730,ディアマークスキャピタルタワー,35,115.7,2001.0,東京都練馬区
731,シティタワー新潟,31,115.3,2010.0,新潟県新潟市
732,リベラガーデン マリナタワー,33,115.3,2007.0,福岡県福岡市
733,神宮前計画,23,115.3,2017.0,東京都渋谷区
734,ベイサイドタワー晴海,33,115.21,2015.0,東京都中央区
735,虎ノ門琴平タワー,26,115.2,2004.0,東京都港区
736,THE HASHIMOTO TOWER,33,115.0,2007.0,神奈川県相模原市
737,ホテルエミシア札幌(旧シェラトンホテル札幌),32,115.0,1996.0,北海道札幌市
738,NTTドコモ中野ビル,18,115.0,1976.0,東京都中野区
739,パークタワー目黒,28,115.0,2007.0,東京都品川区
740,パレスホテル東京,23,115.0,2012.0,東京都千代田区
741,西品川一丁目地区第一種市街地再開発事業 A街区,24,115.0,2018.0,東京都品川区
742,日本生命 丸の内ガーデンタワー,23,115.0,2014.0,東京都千代田区
743,大阪中之島合同庁舎,25,115.0,2002.0,大阪府大阪市
744,パレスビル,23,115.0,2011.0,東京都千代田区
745,国家公務員宿舎東雲住宅,36,115.0,2011.0,東京都江東区
746,キヤノンマーケティングジャパン幕張事業所,26,115.0,1994.0,千葉県千葉市
747,南小岩六丁目地区第一種再開発事業 Ⅲ街区,33,114.99,2026.0,東京都江戸川区
748,紀尾井町ビル,26,114.9,1989.0,東京都千代田区
749,大手門タワー・JXビル,22,114.85,2015.0,東京都千代田区
750,パークシティ豊洲 タワーB棟,32,114.83,2008.0,東京都江東区
751,三菱商事ビルディング,21,114.83,2006.0,東京都千代田区
752,横浜ベイシェラトンホテル&タワーズ,28,114.8,1998.0,神奈川県横浜市
753,ザ・コムズシティ・ツインタワーズD棟,35,114.75,2003.0,大阪府大阪市
754,DNタワー21,21,114.7,1995.0,東京都千代田区
755,シティタワー有明,33,114.7,2010.0,東京都江東区
756,霞城セントラル,24,114.65,2000.0,山形県山形市
757,平井五丁目駅前地区第一種市街地再開発事業,29,114.6,2024.0,東京都江戸川区
758,シンフォニー豊田ビル(三井ガーデンホテル名古屋プレミア),25,114.597,2016.0,愛知県名古屋市
759,パークシティ柏の葉キャンパス一番街 A棟,35,114.5,2008.0,千葉県柏市
760,青山OM-SQUARE,25,114.5,2008.0,東京都港区
761,NTTドコモ九州香椎ビル,17,114.3,2003.0,福岡県福岡市
762,アーバンライフ神戸三宮 ザ・タワー,34,114.3,2009.0,兵庫県神戸市
763,HAT神戸灘の浜2番館,33,114.25,1999.0,兵庫県神戸市
764,芝公園フロントタワー,24,114.0,2010.0,東京都港区
765,ユーカリが丘 スカイプラザ・ミライアタワー,31,114.0,2013.0,千葉県佐倉市
766,トレードピアお台場,24,114.0,2001.0,東京都港区
767,D’グラフォート清澄白河スパークリングタワー,32,113.94,2008.0,東京都江東区
768,ジオ グランデ梅田,31,113.89,2011.0,大阪府大阪市
769,ブリリアタワー有明ミッドクロス,33,113.8,2021.0,東京都江東区
770,ライオンズタワー仙台長町,31,113.8,1999.0,宮城県仙台市
771,ホテル日航大阪,32,113.7,1982.0,大阪府大阪市
772,イーストコモンズ清澄白河 フロントタワー,32,113.7,2005.0,東京都江東区
773,シティタワー浜松,32,113.6,2010.0,静岡県浜松市
774,フォーラスタワー所沢,31,113.585,2000.0,埼玉県所沢市
775,ライオンズタワー神戸元町,33,113.53,2009.0,兵庫県神戸市
776,アスタ新長田タワーズコート3番館 スカイマークタワー,29,113.4,2004.0,兵庫県神戸市
777,リーガルタワー大阪,32,113.32,2008.0,大阪府大阪市
778,グランドニッコー東京 台場,30,113.31,1998.0,東京都港区
779,学術総合センター,23,113.2,1999.0,東京都千代田区
780,香川県庁舎,22,113.19,2000.0,香川県高松市
781,東京ミッドタウン ミッドタウンイースト,25,113.1,2007.0,東京都港区
782,台場フロンティアビル,23,113.025,1995.0,東京都港区
783,ゆめおおおかオフィスタワー,24,113.0,1997.0,神奈川県横浜市
784,上野イーストタワー,25,113.0,2015.0,東京都台東区
785,ウェルシティ横須賀天空の街,31,113.0,2000.0,神奈川県横須賀市
786,ジオタワー宝塚 WEST,33,113.0,2010.0,兵庫県宝塚市
787,グランドメゾン白金の杜 ザ・タワー,30,113.0,2015.0,東京都港区
788,グレーシアタワーズ所沢,31,112.98,2006.0,埼玉県所沢市
789,ユニゾンタワー,31,112.85,2007.0,東京都中野区
790,イオンタワー,26,112.55,1994.0,千葉県千葉市
791,汐留芝離宮ビルディング,21,112.5,2006.0,東京都港区
792,星野リゾート リゾナーレ トマムⅡ,32,112.5,1991.0,北海道勇払郡占冠村
793,ホテルパシフィック東京,30,112.5,1971.0,東京都港区
794,星野リゾート リゾナーレ トマムⅠ,32,112.5,1992.0,北海道勇払郡占冠村
795,新呉服橋ビル,21,112.48,1977.0,東京都中央区
796,虎ノ門タワーズ オフィス,23,112.407,2006.0,東京都港区
797,ハイアットリージェンシー大阪,28,112.35,1994.0,大阪府大阪市
798,中野ツインマークタワー,29,112.2,2012.0,東京都中野区
799,西新宿三井ビル,27,112.0,1999.0,東京都新宿区
800,パークタワー品川ベイワード,32,112.0,2006.0,東京都港区
801,神戸朝日ビル,25,112.0,1994.0,兵庫県神戸市
802,都営住宅東雲二丁目第二アパート,32,112.0,1995.0,東京都江東区
803,住友不動産秋葉原駅前ビル,21,111.99,2019.0,東京都千代田区
804,都営南千住四丁目アパート,32,111.97,1999.0,東京都荒川区
805,アイムタワー・イーストコート,31,111.97,2005.0,埼玉県富士見市
806,ベネッセコーポレーション東京ビル,21,111.96,1994.0,東京都多摩市
807,エルザタワー32,32,111.95,2002.0,埼玉県川口市
808,丸紅新本社ビル,22,111.9,2020.0,東京都千代田区
809,あいおいニッセイ同和損保新宿ビル,24,111.9,1989.0,東京都渋谷区
810,ザ・ペニンシュラ東京,24,111.87,2007.0,東京都千代田区
811,北の丸スクエア(北の丸スクエア ザ・テラス),26,111.85,2006.0,東京都千代田区
812,コンフォリア新宿イーストサイドタワー,32,111.7,2012.0,東京都新宿区
813,新宿文化クイントビル,23,111.6,2002.0,東京都渋谷区
814,南2西3南西地区第一種市街地再開発事業,28,111.55,2022.0,北海道札幌市
815,シーリアお台場一番街 1号棟,32,111.5,2000.0,東京都港区
816,アベマタワーズ,21,111.45,2019.0,東京都渋谷区
817,プレミスト千早タワーツインマークス ブライトタワー,31,111.4,2011.0,福岡県福岡市
818,神戸ポートピアホテル,31,111.4,1981.0,兵庫県神戸市
819,ジオタワー宝塚 EAST,32,111.4,2009.0,兵庫県宝塚市
820,ウェルブ六甲道2番街,30,111.4,2000.0,兵庫県神戸市
821,プレミスト千早タワーツインマークス エアタワー,31,111.4,2011.0,福岡県福岡市
822,グランドメゾン西堀通タワー,29,111.35,2009.0,新潟県新潟市
823,トミンタワー台場一番街 2号棟,32,111.306,2000.0,東京都港区
824,パークシティ柏の葉キャンパス一番街 C棟,34,111.3,2008.0,千葉県柏市
825,中央合同庁舎第5号館,26,111.2,1983.0,東京都千代田区
826,本町南ガーデンシティ,26,111.1,2011.0,大阪府大阪市
827,所沢スカイライズタワー,31,111.09,1997.0,埼玉県所沢市
828,トミンタワー南千住四丁目,32,111.05,2000.0,東京都荒川区
829,リーデンスタワー草津,32,111.0,2004.0,滋賀県草津市
830,ウェスティンホテル大阪,30,111.0,1993.0,大阪府大阪市
831,キーエンス新大阪ビル,21,111.0,1994.0,大阪府大阪市
832,チッタ・ナポリ ナポリタワー,34,111.0,1994.0,愛知県知多郡南知多町
833,天王洲ファーストタワー,27,110.95,1991.0,東京都品川区
834,アイマークタワー,32,110.9,2003.0,東京都中央区
835,Kアリーナプロジェクト新築工事,28,110.876,2023.0,神奈川県横浜市
836,トミンタワー台場三番街 2号棟,33,110.75,1996.0,東京都港区
837,春日・後楽園駅前地区第一種市街地再開発事業 南街区,23,110.7,2019.0,東京都文京区
838,ブランズタワー芝浦,32,110.66,2021.0,東京都港区
839,三菱東京UFJ銀行本店,24,110.65,1980.0,東京都千代田区
840,ザ パーク フロント ホテル アット ユニバーサル・スタジオ・ジャパン,28,110.6,2015.0,大阪府大阪市
841,スカイステージ33,33,110.6,1991.0,愛知県小牧市
842,名古屋ヒルトンホテル,28,110.5,1989.0,愛知県名古屋市
843,サウスポット静岡(ホテルセンチュリー静岡),25,110.385,1997.0,静岡県静岡市
844,ファミール宝塚グランスイート,32,110.36,2003.0,兵庫県宝塚市
845,セントラルパークイースト・幕張パークタワー,33,110.342,2003.0,千葉県千葉市
846,大崎ウィズタワー,24,110.215,2013.0,東京都品川区
847,ソフィテル東京,26,110.2,1994.0,東京都台東区
848,アイムタワー・ウエストコート,32,110.17,2003.0,埼玉県富士見市
849,静岡県庁別館,21,110.13,1996.0,静岡県静岡市
850,兵庫県警察本部庁舎,23,110.1,1997.0,兵庫県神戸市
851,グラシスタワー所沢,27,110.0,1999.0,埼玉県所沢市
852,日土地西新宿ビル,23,110.0,2002.0,東京都新宿区
853,大阪駅前第四ビル,25,110.0,1981.0,大阪府大阪市
854,西早稲田パークタワー,31,110.0,1993.0,東京都新宿区
855,ラピタス31西宮,31,110.0,2000.0,兵庫県西宮市
856,三田NNビル,24,110.0,1995.0,東京都港区
857,ベイズ タワー&ガーデン(BAYZ TOWER & GARDEN),31,110.0,2016.0,東京都江東区
858,新宿グリーンタワー,29,110.0,1986.0,東京都新宿区
859,パークタワー台原,31,110.0,1995.0,宮城県仙台市
860,アルーサ北与野 ノースピア上落合2号棟,35,110.0,1992.0,埼玉県さいたま市
861,御茶ノ水ソラシティ,23,109.99,2013.0,東京都千代田区
862,ライオンズタワー仙台広瀬,32,109.93,2003.0,宮城県仙台市
863,アークヒルズ サウスタワー,20,109.9,2013.0,東京都港区
864,国立がんセンター中央病院,19,109.8,1999.0,東京都中央区
865,ザ・広島タワー,33,109.75,2010.0,広島県広島市
866,横濱ゲートタワー,22,109.56,2021.0,神奈川県横浜市
867,グランドミッドタワーズ大宮 フォレストタワー,30,109.5,2011.0,埼玉県さいたま市
868,グランドミッドタワーズ大宮 スカイタワー,30,109.5,2011.0,埼玉県さいたま市
869,NBF日比谷ビル(旧大和生命ビル),26,109.3,1984.0,東京都千代田区
870,サンメゾン北野田サンタワー,32,109.3,2007.0,大阪府堺市
871,大崎フォレストビルディング,21,109.245,2011.0,東京都品川区
872,ソリッドタワー,31,109.15,1997.0,茨城県土浦市
873,サンクタス川崎タワー,33,109.13,2012.0,神奈川県川崎市
874,ライオンズタワー月島,32,109.1,2005.0,東京都中央区
875,ルミナリータワー池袋,30,109.1,2013.0,東京都豊島区
876,クイーンズタワーC,21,109.1,1997.0,神奈川県横浜市
877,ザ・クレストタワー,32,109.1,2004.0,東京都中央区
878,六本木グランドタワーレジデンス,27,109.05,2016.0,東京都港区
879,ザ・パークタワー東京サウス,30,109.0,2001.0,東京都品川区
880,ファミーユ西五反田 東館,31,109.0,2004.0,東京都品川区
881,ロイヤルタワー横濱鶴見,31,108.86,2010.0,神奈川県横浜市
882,フェイバリッチタワー品川,31,108.85,2007.0,東京都港区
883,ゲートシティ大崎 イーストタワー,24,108.8,1998.0,東京都品川区
884,ゲートシティ大崎 ウエストタワー,24,108.8,1998.0,東京都品川区
885,HIBARI TOWER,33,108.77,2009.0,東京都西東京市
886,ダイアシティ2000茂庭アトラスタワー,33,108.7,1993.0,宮城県仙台市
887,ヴィクトリアタワー湯沢,32,108.65,1992.0,新潟県南魚沼郡湯沢町
888,品川プリンスホテル エグゼクティブタワー,32,108.61,2002.0,東京都港区
889,グレースタワー,32,108.6,2004.0,岡山県岡山市
890,ザ 湾岸タワー レックスガーデン,31,108.59,2012.0,東京都江東区
891,HAT神戸脇の浜18号棟,33,108.56,1999.0,兵庫県神戸市
892,日本橋室町野村ビル,21,108.55,2010.0,東京都中央区
893,クリオレジダンスタワー横濱鶴ヶ峰,29,108.5,2007.0,神奈川県横浜市
894,宇都宮PEAKS,30,108.45,2019.0,栃木県宇都宮市
895,アクシオス千種,31,108.43,2004.0,愛知県名古屋市
896,山陽新聞社本社ビル,20,108.325,2006.0,岡山県岡山市
897,IBM箱崎ビル,25,108.32,1989.0,東京都中央区
898,神保町三井ビルディング,23,108.3,2003.0,東京都千代田区
899,マークス・ザ・タワー東静岡,28,108.3,2010.0,静岡県静岡市
900,アパホテル&リゾート〈御堂筋本町駅タワー〉,32,108.2,2019.0,大阪府大阪市
901,ダイビル本館,22,108.19,2013.0,大阪府大阪市
902,東京海上日動ビル本館,25,108.1,1974.0,東京都千代田区
903,ラ・フォルテ西神中央 2番館,34,108.0,1994.0,兵庫県神戸市
904,ナディアパーク ビジネスセンタービル,23,108.0,1996.0,愛知県名古屋市
905,アパホテル&リゾート〈両国駅タワー〉,31,108.0,2020.0,東京都墨田区
906,びゅうサイトタワー,31,108.0,2001.0,埼玉県さいたま市
907,ロア壱番館,33,108.0,1994.0,神奈川県横浜市
908,浅草ビューホテル,28,108.0,1985.0,東京都台東区
909,有楽町イトシア,21,108.0,2007.0,東京都千代田区
910,ホテル・ザ・マンハッタン,21,108.0,1991.0,千葉県千葉市
911,セントラルパークウエスト・シータワー,32,108.0,2001.0,千葉県千葉市
912,AMS NEW TOWER 中島,34,108.0,2006.0,北海道札幌市
913,京橋トラストタワー,21,107.99,2014.0,東京都中央区
914,りそなマルハビル,24,107.95,1978.0,東京都千代田区
915,海老名プライムタワー,25,107.8,1995.0,神奈川県海老名市
916,パークタワー梅田,31,107.74,2013.0,大阪府大阪市
917,都営港南四丁目第2アパート,29,107.72,1995.0,東京都港区
918,ラムザタワー,27,107.665,1998.0,埼玉県さいたま市
919,JR貨物本社・大和ハウス東京ビル,23,107.55,1999.0,東京都千代田区
920,プラウドタワー船橋,31,107.55,2005.0,千葉県船橋市
921,パークタワー池袋イーストプレイス,31,107.54,2008.0,東京都豊島区
922,ライオンズマンション コスタ・タワー浦和,31,107.5,2006.0,埼玉県さいたま市
923,第一ホテル東京,21,107.4,1993.0,東京都港区
924,札幌プリンスホテルタワー,28,107.4,2004.0,北海道札幌市
925,ロイヤルアークグランデールタワー,31,107.37,2004.0,大阪府大阪市
926,リビオ橋本タワー ブロードビーンズ,33,107.21,2005.0,神奈川県相模原市
927,ピフレ新長田,27,107.2,1998.0,兵庫県神戸市
928,第一ホテル両国(国際ファッションセンタービル),25,107.13,2000.0,東京都墨田区
929,リーガロイヤルホテル大阪,30,107.0,1973.0,大阪府大阪市
930,アイタワー,30,107.0,2002.0,東京都板橋区
931,パークシティ大宮セントラルタワー,33,107.0,2000.0,埼玉県さいたま市
932,神戸商工貿易センタービル,26,107.0,1969.0,兵庫県神戸市
933,恵比寿ガーデンテラス壱番館,32,107.0,1994.0,東京都目黒区
934,秋葉原UDX,22,107.0,2006.0,東京都千代田区
935,キャメリアタワー川口,30,106.967,2004.0,埼玉県川口市
936,渋谷ソラスタ,21,106.9,2019.0,東京都渋谷区
937,KDDI大手町ビル,23,106.8,1990.0,東京都千代田区
938,オランダヒルズ森タワー,24,106.75,2005.0,東京都港区
939,ブランズタワー南千住,29,106.705,2009.0,東京都荒川区
940,センシティタワー,23,106.65,1993.0,千葉県千葉市
941,パークタワー上野池之端,30,106.6,2010.0,東京都台東区
942,ぷららてんま,28,106.6,2005.0,大阪府大阪市
943,なんばグランドマスターズタワー,33,106.51,2010.0,大阪府大阪市
944,アップルタワーズブローディアタワー,30,106.5,2008.0,宮城県仙台市
945,ダイバーシティ東京,21,106.44,2012.0,東京都江東区
946,日比谷セントラルビル,26,106.4,1983.0,東京都港区
947,アパホテル,30,106.4,2007.0,大阪府大阪市
948,パークコート六本木ヒルトップ,27,106.4,2012.0,東京都港区
949,赤坂ガーデンシティ,20,106.37,2006.0,東京都港区
950,マークス・アネシスタワー草薙,27,106.35,2016.0,静岡県静岡市
951,花京院スクエア,23,106.3,1999.0,宮城県仙台市
952,清水建設京橋新本社ビル,22,106.26,2012.0,東京都中央区
953,アーバンライフ御堂筋本町タワー,33,106.25,2007.0,大阪府大阪市
954,タワー ザ 上町台,31,106.215,2008.0,大阪府大阪市
955,清和梅田ビル,21,106.15,2015.0,大阪府大阪市
956,ローレルスクエア大阪ベイタワー,32,106.057,2007.0,大阪府大阪市
957,ティアラタワー中島倶楽部,33,106.04,2005.0,北海道札幌市
958,アークヒルズ フロントタワー,22,106.0,2011.0,東京都港区
959,セントラルガーデンタワー,30,106.0,1998.0,兵庫県西宮市
960,幕張テクノガーデンD棟,24,106.0,1990.0,千葉県千葉市
961,NTT品川TWINSアネックスビル,24,106.0,1993.0,東京都港区
962,シーバンスS館,24,106.0,1991.0,東京都港区
963,ブリリアタワー名古屋グランスイート,29,106.0,2009.0,愛知県名古屋市
964,幕張テクノガーデンB棟,24,106.0,1990.0,千葉県千葉市
965,パークスクエア相模大野 タワー&レジデンス センタータワー,32,106.0,2009.0,神奈川県相模原市
966,シーバンスN館,24,106.0,1991.0,東京都港区
967,名古屋プライムセントラルタワー,23,106.0,2009.0,愛知県名古屋市
968,コットンハーバータワーズ シーウエスト,32,105.8,2006.0,神奈川県横浜市
969,(仮称)品川プロジェクト,30,105.76,2024.0,東京都品川区
970,大手町ファーストスクエア ウエストタワー,23,105.7,1992.0,東京都千代田区
971,ザ・呉服町タワー,29,105.7,2014.0,静岡県静岡市
972,大手町ファーストスクエア イーストタワー,23,105.7,1998.0,東京都千代田区
973,ホテルWBF新大阪スカイタワー,32,105.55,2019.0,大阪府大阪市
974,OAPレジデンスタワー東館,30,105.5,1998.0,大阪府大阪市
975,OAPレジデンスタワー西館,30,105.5,2000.0,大阪府大阪市
976,シティタワー札幌,31,105.45,2019.0,北海道札幌市
977,パークハウス芝タワー,32,105.42,2004.0,東京都港区
978,アップルタワー,32,105.33,2006.0,大阪府大阪市
979,ガデンツァ・ザ・タワー,31,105.3,1992.0,大阪府大阪市
980,ハーモネスタワー松原,30,105.27,1999.0,埼玉県草加市
981,東京レジデンス,29,105.2,2003.0,東京都千代田区
982,アルファグランデ小岩スカイファースト,29,105.2,2015.0,東京都江戸川区
983,新潟日報メディアシップ,20,105.1,2013.0,新潟県新潟市
984,(仮称)虎ノ門3丁目計画新築工事,28,105.09,2024.0,東京都港区
985,アクロシティタワーズ,32,105.09,1992.0,東京都荒川区
986,サンクタスタワー心斎橋ミラノ・グランデ,33,105.05,2006.0,大阪府大阪市
987,ADK松竹スクエア,23,105.05,2002.0,東京都中央区
988,パークコート青山 ザ タワー,26,105.04,2018.0,東京都港区
989,岡崎タワーレジデンス,31,105.04,2008.0,愛知県岡崎市
990,N.Y.T.アトラスタワー西新宿,28,105.0,2006.0,東京都新宿区
991,鴨川グランドタワー,33,105.0,1992.0,千葉県鴨川市
992,プロメナ神戸,18,105.0,1992.0,兵庫県神戸市
993,ソリッドスクエア,24,105.0,1995.0,神奈川県川崎市
994,横浜ベイホテル東急,25,105.0,1997.0,神奈川県横浜市
995,平河町森タワー,24,105.0,2009.0,東京都千代田区
996,ザ・草津タワー,29,105.0,2009.0,滋賀県草津市
997,富士ソフト本社ビル,21,105.0,2004.0,神奈川県横浜市
998,S4-TOWER,32,105.0,2002.0,埼玉県さいたま市
999,セントラルレジデンス新宿シティタワー,31,105.0,2002.0,東京都新宿区
1000,(仮称)池袋3丁目計画,30,105.0,2024.0,東京都豊島区
1001,三井住友海上駿河台ビル新館,22,105.0,2012.0,東京都千代田区
1002,大手町フィナンシャルセンター,24,105.0,1992.0,東京都千代田区
1003,室町東三井ビルディング,22,104.99,2010.0,東京都中央区
1004,大阪三井物産ビル,23,104.95,2000.0,大阪府大阪市
1005,グランドメゾン京町堀タワー,30,104.9,2009.0,大阪府大阪市
1006,パークシティ柏の葉キャンパス一番街 E棟,32,104.9,2009.0,千葉県柏市
1007,パークタワー芝浦ベイワード オーシャンウィング,29,104.84,2005.0,東京都港区
1008,RYU:X TOWER(リュークスタワー) The East,30,104.8,2015.0,沖縄県那覇市
1009,赤坂溜池タワー,25,104.8,2000.0,東京都港区
1010,RYU:X TOWER(リュークスタワー) The West,30,104.8,2013.0,沖縄県那覇市
1011,大同生命霞が関ビル,20,104.8,2003.0,東京都千代田区
1012,東京パークタワー,29,104.79,2003.0,東京都千代田区
1013,天王洲ビュータワー,33,104.7,1995.0,東京都品川区
1014,THE 幕張 BAYFRONT TOWER & RESIDENCE,31,104.68,2015.0,千葉県千葉市
1015,大和ハウス大阪ビル,23,104.65,1999.0,大阪府大阪市
1016,横浜メディアタワー,23,104.6,1999.0,神奈川県横浜市
1017,ワコーレKOBE灘タワー,32,104.6,2007.0,兵庫県神戸市
1018,パークキューブ愛宕山タワー(旧パシフィックタワー愛宕山),31,104.55,2007.0,東京都港区
1019,グランキューブ大阪,13,104.51,1999.0,大阪府大阪市
1020,三菱UFJ銀行大阪ビル 本館,21,104.5,2017.0,大阪府大阪市
1021,シーリアお台場三番街 4号棟,33,104.5,1996.0,東京都港区
1022,ザ・プリンスパークタワー東京,30,104.4,2005.0,東京都港区
1023,ファーストリアルタワー新宿(旧プロスペクト・アクス・ザ・タワー新宿),32,104.4,2006.0,東京都新宿区
1024,オラリオンサイト 2番館,32,104.3,2004.0,神奈川県相模原市
1025,オラリオンサイト 3番館,32,104.3,2004.0,神奈川県相模原市
1026,ファミールヴィラ苗場タワー,30,104.23,1990.0,新潟県南魚沼郡湯沢町
1027,セントラルレジデンス天王寺シティタワー,29,104.04,2003.0,大阪府大阪市
1028,ニューシティ東戸塚 Be TOWER,32,104.01,2004.0,神奈川県横浜市
1029,ローレルスクエア高槻 ウエストタワー,30,104.0,2004.0,大阪府高槻市
1030,神立ステラタワー,33,104.0,1993.0,新潟県南魚沼郡湯沢町
1031,D’グラフォート東札幌ビエントタワー,30,104.0,2006.0,北海道札幌市
1032,ローレルスクエア高槻 イーストタワー,28,104.0,2004.0,大阪府高槻市
1033,ステーションスカイタワー小田急相模原,29,103.79,2013.0,神奈川県相模原市
1034,松屋タワー,29,103.73,2009.0,大阪府大阪市
1035,武蔵野タワーズ スカイクロスタワー,31,103.7,2010.0,東京都武蔵野市
1036,パークタワー東中野,30,103.7,2007.0,東京都中野区
1037,武蔵野タワーズ スカイゲートタワー,28,103.7,2010.0,東京都武蔵野市
1038,東京しごとセンター・トミンタワー飯田橋三丁目,25,103.7,1996.0,東京都千代田区
1039,ラグナタワー,31,103.65,2005.0,東京都品川区
1040,ライオンズタワー勾当台通,29,103.62,2009.0,宮城県仙台市
1041,静岡銀行新本部棟(仮称)新築工事,20,103.6,2016.0,静岡県静岡市
1042,八重洲ファーストフィナンシャルビル,20,103.6,2007.0,東京都中央区
1043,パークタワー東戸塚,32,103.6,2005.0,神奈川県横浜市
1044,希来里 若江岩田,29,103.55,2001.0,大阪府東大阪市
1045,三井住友海上駿河台ビル,25,103.5,1984.0,東京都千代田区
1046,ウイングビュー,31,103.5,1999.0,滋賀県栗東市
1047,KiLaLa住吉,27,103.38,2001.0,兵庫県神戸市
1048,渋谷フクラス,18,103.31,2019.0,東京都渋谷区
1049,住友中野坂上ビル,24,103.1,1999.0,東京都中野区
1050,石神井公園ピアレス ザ・タワー,33,103.07,2002.0,東京都練馬区
1051,セーラ小松川・10号棟,33,103.0,1990.0,東京都江戸川区
1052,HAT神戸灘の浜1番館,31,103.0,1999.0,兵庫県神戸市
1053,ORIENT TRUST TOWER北九州(オリエント トラストタワー北九州),33,103.0,2009.0,福岡県北九州市
1054,名古屋センタータワー,29,103.0,2008.0,愛知県名古屋市
1055,プラウドタワー相模大野,26,103.0,2013.0,神奈川県相模原市
1056,ベルタワー,32,103.0,1999.0,東京都江東区
1057,目黒雅叙園アルコタワー,19,103.0,1991.0,東京都目黒区
1058,板橋ビュータワー,32,103.0,2001.0,東京都板橋区
1059,ニューシティ東戸塚 ル・パルクシエル,32,103.0,2002.0,神奈川県横浜市
1060,川口パークタワー,31,103.0,2001.0,埼玉県川口市
1061,クロス・ゲート(横浜桜木町ワシントンホテル),25,102.8,2000.0,神奈川県横浜市
1062,さきタワー・サンクタス尼崎駅前,29,102.8,2008.0,兵庫県尼崎市
1063,リエトコート夏目坂,30,102.685,2008.0,東京都新宿区
1064,中央大通FNビル,24,102.65,1997.0,大阪府大阪市
1065,ザ・パークハウス 白金二丁目タワー,27,102.62,2018.0,東京都港区
1066,(仮称)南青山3丁目プロジェクト,18,102.6,2017.0,東京都港区
1067,清水谷ハウス,27,102.54,2007.0,大阪府大阪市
1068,高崎市庁舎,21,102.5,1998.0,群馬県高崎市
1069,アデニウムタワー梅田イーストスクエア,30,102.5,2011.0,大阪府大阪市
1070,ツインタワー瀬戸大橋タワー31,31,102.4,1994.0,香川県綾歌郡宇多津町
1071,クラッシィタワー南船場,30,102.32,2015.0,大阪府大阪市
1072,グレンパーク中島公園,30,102.14,2008.0,北海道札幌市
1073,天王洲パークサイドビル,22,102.05,1995.0,東京都品川区
1074,東京電力本社ビル,16,102.01,1972.0,東京都千代田区
1075,高見フローラルタウン7番街16号棟,31,102.0,1992.0,大阪府大阪市
1076,住友生命名古屋ビル,26,102.0,1974.0,愛知県名古屋市
1077,楽天タワー,23,102.0,2003.0,東京都品川区
1078,恵比寿ビュータワー,32,102.0,1994.0,東京都目黒区
1079,JA共済ビル,21,102.0,2011.0,東京都千代田区
1080,二子玉川ライズ タワー&レジデンス タワーウエスト,28,102.0,2010.0,東京都世田谷区
1081,新幸橋ビル,22,102.0,1996.0,東京都千代田区
